question_family_id,domain,question_type,state_sequence,inaccuracy_transition,hallucinatory_transition,grounded_transition,state_4K,state_8K,state_16K,state_32K,state_64K,state_82K
FDA_0077,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0078,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|HALLUCINATORY_INACCURACY|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0079,FDA,TEMPORAL_VERSION,CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT
FDA_0080,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0081,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT
FDA_0082,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0083,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0084,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0085,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,first_hallucinatory_at_82K,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,HALLUCINATORY_INACCURACY
FDA_0086,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT
FDA_0087,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY,first_inaccurate_at_82K,never_hallucinatory,first_grounded_at_82K,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY
FDA_0088,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_16K,first_hallucinatory_at_82K,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0089,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0090,FDA,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0091,FDA,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT
FDA_0092,FDA,ENTITY_UNIT_BINDING,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_16K,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0093,FDA,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0094,FDA,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0095,FDA,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0096,FDA,ENTITY_UNIT_BINDING,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
FDA_0097,FDA,ENTITY_UNIT_BINDING,CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0098,FDA,ENTITY_UNIT_BINDING,CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY
FDA_0099,FDA,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0100,FDA,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0101,FDA,ENTITY_UNIT_BINDING,CORRECT|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0102,FDA,ENTITY_UNIT_BINDING,HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0103,FDA,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0104,FDA,ENTITY_UNIT_BINDING,CORRECT|CORRECT|HALLUCINATORY_INACCURACY|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0105,FDA,ENTITY_UNIT_BINDING,CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_8K,never_hallucinatory,first_grounded_at_8K,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0106,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0107,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0108,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0109,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0110,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0111,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0112,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0113,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0114,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0115,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0116,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0117,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0118,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0119,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0120,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0121,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0122,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0123,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0124,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0125,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0001,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY,first_inaccurate_at_82K,never_hallucinatory,first_grounded_at_82K,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY
FRED_0002,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0003,FRED,DIRECT_RETRIEVAL,CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
FRED_0004,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0005,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0006,FRED,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT
FRED_0007,FRED,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY,first_inaccurate_at_82K,never_hallucinatory,first_grounded_at_82K,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY
FRED_0008,FRED,ENTITY_UNIT_BINDING,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0009,FRED,ENTITY_UNIT_BINDING,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0010,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0011,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_82K,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY
FRED_0012,FRED,RETRIEVAL_CALCULATION,CORRECT|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,CORRECT,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,CORRECT
FRED_0013,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0014,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0015,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
