instance_id,question_family_id,context_length_label,domain,question_type,answerable,generated_tokens_count,hit_max_new_tokens_512,strict_json_valid,recovery_success,usable_structured_output,format_failure,output_truncated,degenerate_output,malformed_output_pattern,recovery_method,parse_confidence,parse_failure_reason,raw_output_chars
FDA_0018_64K,FDA_0018,64K,FDA,TEMPORAL_VERSION,True,30,False,True,False,True,False,False,False,valid_json,,strict,,89
FDA_0002_64K,FDA_0002,64K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,737
FDA_0004_16K,FDA_0004,16K,FDA,DIRECT_RETRIEVAL,True,53,False,True,False,True,False,False,False,valid_json,,strict,,137
SEC_0015_8K,SEC_0015,8K,SEC,RETRIEVAL_CALCULATION,True,67,False,True,False,True,False,False,False,valid_json,,strict,,161
FRED_0003_8K,FRED_0003,8K,FRED,DIRECT_RETRIEVAL,True,37,False,True,False,True,False,False,False,valid_json,,strict,,112
CT_0018_64K,CT_0018,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1239
CT_0005_4K,CT_0005,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1031
SEC_0008_8K,SEC_0008,8K,SEC,ENTITY_UNIT_BINDING,True,46,False,True,False,True,False,False,False,valid_json,,strict,,121
FRED_0004_16K,FRED_0004,16K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,814
FDA_0008_8K,FDA_0008,8K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,916
CT_0016_64K,CT_0016,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,91
SEC_0003_64K,SEC_0003,64K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,808
FDA_0012_8K,FDA_0012,8K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,928
CT_0011_32K,CT_0011,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,96
SEC_0003_32K,SEC_0003,32K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,811
FDA_0015_32K,FDA_0015,32K,FDA,RETRIEVAL_CALCULATION,True,34,False,True,False,True,False,False,False,valid_json,,strict,,99
CT_0020_32K,CT_0020,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,817
FDA_0012_16K,FDA_0012,16K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1032
FDA_0011_32K,FDA_0011,32K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,756
CT_0022_4K,CT_0022,4K,CLINICAL_TRIALS,UNANSWERABLE,False,29,False,True,False,True,False,False,False,valid_json,,strict,,89
CT_0013_8K,CT_0013,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,821
FRED_0004_8K,FRED_0004,8K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,916
SEC_0024_64K,SEC_0024,64K,SEC,UNANSWERABLE,False,30,False,True,False,True,False,False,False,valid_json,,strict,,91
SEC_0007_4K,SEC_0007,4K,SEC,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1026
FRED_0001_32K,FRED_0001,32K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1036
CT_0011_4K,CT_0011,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,81,False,True,False,True,False,False,False,valid_json,,strict,,177
CT_0003_64K,CT_0003,64K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,909
FDA_0014_64K,FDA_0014,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,814
SEC_0013_4K,SEC_0013,4K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,972
CT_0010_8K,CT_0010,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,738
